"'I hope that the European Union will help us solve the problems in Poland! We are still waiting for more poPiS manipulators, arrogants and NIErząd ...! This is not a fight for any party... KOD is a fight for Freedom and Democracy for All Poles... I wish all our compatriots that in 2016 their eyes will be wide open to the demolition of our homeland by PiS...! May Freedom and Democracy live...! Sooner or later, for the benefit of all Poles, we will fix PiS errors...!'",hateful
'This president is a tragedy',hateful
"'Without penetrating the content (we didn't watch the show) and so the organizers should be charged with mismanagement. No one doubts that it was possible to hire a lady standing on the road near Wroclaw cheaper than to download a specialist from another country. You would probably find himself free in the audience if he had already paid for supposedly 1 min of watching this scene. I think it would also be better for the general art to get the viewer into the game. And seriously, since it is impossible to come up with something original you have to shock (ot such art)'",hateful
'To the bright anielki these people rule 8 weeks you may have settled in 8 years paranoid',hateful
"'Amazing and unsu faith-induch. Normality in Poland perishes before our eyes. Future times for capuchuses, clowns and right-wing fundamentalists. NOW KKKK!!! WE!! As the founding father said.'",hateful
'and why such stupid titles and had text-and so that as many were to enter and statistics grew in the display of ads in one word WP podjudza and mataczy-ŻENADA',hateful
"'Pa, pa, now it's our turn! We have to snore! Who's going to jump up to us, 20?'",hateful
"'It's a warning - before the committee on AMBER GOLD in what was written tusk's son directly or indirectly but he made money on the company fraudster despite the prejudices of the finance committee, etc.....'",hateful
"'The head of the SKW was Piotr Bączek, a close associate of Macierewicz, military intelligence - Col. Andrzej Kowalski, who participated in the liquidation of the Military Information Services, ABW - kamiński's associate Prof. Piotr Pogonowski, - and let someone say that there is no dude in the PIS'",hateful
'everyone giving comments here do not remember how the ox calf was duckling leper giertych scandal chased the affair ziobro smashed transplants cia prisoner was not leper laughed at the parliament with this- committed suicide maciarewicz should explain it',hateful
"'To do that, i have to rob someone else. Consultations on 500zl per child last so long, because Kaczynski wonders how and who according to the law to deceive and rob. And if they don't have that right yet, they're going to create it.'",hateful
'You've taken the cards out of your IPN book and are you demanding a public debate? Laughter in the room.',hateful
"'Polish rating has been downgraded to BBB from A- and that means the lowest level of investor confidence - now the EURO will be and after 7-8 PLN, buy as you want to save something else! This is the result of pis actions! There's a great deal of Polish!'",hateful
"'I hope that as the Amber Gold case goes to court, it will come to light who is behind it and in what role Mr Tusk's son was employed there.'",hateful
'tvn cracks at the seams........',hateful
"'Somewhere they have to meet to figure out how to continue to govern because everyone along with the EU is throwing logs at their feet, I'm in favour of a government that's finally working! Not what after the scandal for the affair and now the marketplace'",hateful
'Die Welt - maybe they'll take it there and criticize the Germans',hateful
"'Here's where the PL left sees an opportunity for itself:
As is well known, the sejm of the previous legislature created a strange law, called Law 1066, the intention of which is not entirely known. The new provisions legalize so-called fraternal assistance, that is, the armed intervention of foreign troops on the territory of our country. Is the political situation in our country currently heated up by foreign forces heading towards such a force solution? Until a few months ago, it seemed that Law 1066 was just another symptom of widespread legislative diarrhea in our country. It turns out, however, that this right can be used by political forces lost in elections to return to power. At present, this scenario seems unlikely, but events are accelerating very quickly and it can be seen with the naked eye that the forces that exercised power in Poland after the pupation of the Polish People's Republic in The Third Republic do not intend to forgive and are preparing an attack. In the preparation of the substructure for the planned coup, all the salon media are used, which short-circuited the chic and foolish Poles with bizarre propaganda, that democracy was threatened. Unfortunately, many mentally volatile citizens of our country sip stories such as the proverbial hungry pelicans. At the same time as the propaganda storm, there are also statements in the media from representatives of the detached establishment trough, which may suggest a planned sequence of events. At first glance, it is clear that the way to regain power is to involve foreign centres in this process.'",hateful
"'K... a, let someone tell me how it is possible. CBOS have also hijacked?'",hateful
'The Flag State has taken action.',hateful
"'The big win of the PIS is not due to what a Szczerek writes, but from the fact that what he writes passes with the truth and voters were aware of it long before the election. Propaganda lies often come to light only after a while, but sooner or later they work to the detriment of preachers.'",hateful
'Mrs. Ewo great estimate I no longer see the public Because there are very mediocre but faithful people',hateful
"'Boluś, let fox invite you and I'll come to listen to how you give me lotto numbers that win in the next draw ... and you will translate at the final judgment, me your judgment here on earth does not need ... if you were clean you would be silent, because apparently the truth will defend itself ...'",hateful
'Release to ban these foolish courts',hateful
'don't let them into THE !!!!!!!!!!!!!!!!!',hateful
"'On this page, unfortunately, only proPISowskie infa fly. Reprints from these strange right-wing newspapers, this and the polls are :D Tomorrow they will probably have 99%. 
I'm just surprised that when you just change your browser tab someone decides to let go of these different lies and manipulations.'",hateful
"'Stalin once ordered the expulsion of Crimean Tatars to Kazakhstan and the Far East, as he spoke for collaborating with the Nazis. Stalin as he was everyone knows and great excuses did not need but in this particular case it could just be so. The Crimean Tatar community is holding on to fascists today, this time Galician, and that communities don't change in principle...'",hateful
'Ukrainian terrorists - on the so-called Maidan Kaczynski shouted with them gierojom fame.',hateful
'.... and for this they want to pay a subscription to such a shaft odp ... ... ulta up',hateful
'You're not playing with tablets!',hateful
'You've taken the cards out of your IPN book and are you demanding a public debate? Laughter in the room.',hateful
'Let us continue in the rosary crusade. It is thanks to the steadfast prayer of thousands of Poles that we have changes in the country that you order! The old system does not want to give up without a fight. He wants to keep his influence in various important institutions of the state!. Attempts to BLOCK changes. Sitwa would like to overthrow the current power!',hateful
'Hard evidence and documents on the table. And not just Lech's constant spitting.',hateful
"'They should not be coming back, they're just queuing up behind Bour - that's where they're going to be'.",hateful
'I'm a racist. He doesn't tolerate Islam and the people who profess it.',hateful
"'This one. The Minister reminds the minister of the crunchy broths of recent governments in the Polish People's Republic. He has achieved nothing, and this one too will be just dummy Prime Minister Szydlo and Kaczynski's pacholek.'",hateful
"'Mr. President, as it will be necessary for us supporters of the PIS also we can take to the streets and greet the KODziarzy, enemies Polish'",hateful
'Thanks levees multi kulti!',hateful
'And i'm doing well there also I could not work where pisak government',hateful
'They came out?!?! They left their jobs?!? Who chose them?!? To be released everyone!!! They should vote against - not go out !!!',hateful
'really holy right. They bought their henchmen inexpensively. Just do not realize that they will get 500 and give back with 1000',hateful
'I'm a racist because i don't like to be here!',hateful
'He's talking again!!!!!!!!!!!! You must never stop talking until those who have a stake in it will be adm.,hateful
"'Komorowski on 24.01. In 2014, he signed a law on so-called fraternal assistance, i.e. the possibility of using foreign forces to pacify the Polish people in the event of a demonstration on the right cause - that's what kind of president we have.'",hateful
'The whole world is laughing at DEMOCRACY YOU THIEVES.',hateful
"'They've been screaming since Monday, you're not working anymore, and you're laughing at how PiS's going to make you laugh!'",hateful
"'SHAME ON POLAND!  Shame!!! How can this be done with the man who overthrew the commune? With nobel prize, with a symbol of freedom and solidarity.. how can you ???? SHAME !!!'",hateful
"'And that's how politicians are sitting ,for our money. A bunch of non-thugs.'",hateful
"'It's good that you won't. Since the interview with Mr. Gliński, where you have not scratched his eyes and stopped this circus, I believe that you do not know and therefore do not apply journalistic ethics. Please watch this video several times. It stunned me.'",hateful
"'and did Gliński come to the program to give a monologue, or to answer questions,'",hateful
"'Any of my comments, even the escapees, haven't appeared in 4 circa days? PIS you already overjal, WP???'",hateful
'tusk you are the enemy of poland and a traitor. Farange cibie has a great time in his protruding .',hateful
'Black Theatre where one cune pulls strings and the other jumps.',hateful
"'What a woe. He messed up the laws, robbed ofe, the biggest scandals in the history of Polish-plunder of the Polish state OFE, Amber Gold, eavesdropping, information technology, road, etc. Come back to the community because the kuno-nation has led the greatest playboy of our politics.'",hateful
"'Either journalists have spyware what the president is browsing on the tablet, or it's imaginary nonsense. Both are unlawful and only the president's goodwill or tolerance for the immeasurable stupidity of TVN and PAP journalists will leave it unswerving.'",hateful
"'It's finally pzpr under the new name PiS - the same people the same methods.
Piotrowicz andspólka probably know the most about bullying'",hateful
"'Try to wear the ROSARY around your neck and walk around any Arab city - you'll be lucky to be back alive. Muslims like this are tolerant. And in Europe they think that Allah has given them these countries on their property, and they are already beginning to reign with us.... and this is just the beginning! Islam = fascism!  You should blunt this sick ideology every step of the way!'",hateful
"'Reading all these regrets from journalists that they are being fired, it looks like a national tragedy is happening. TVP loses its best daughters and sons, an incredible tragedy. Such a great tragedy that they write reports to Brussels on the violation of democracy. Somehow, the media is not interested in the thousands of people who lose their jobs overnight. They are not interested in the fate of these people at all. Because what is interesting about the fact that the work is lost some seamsted, some fitter on the tape. The bottom line is that journalists lose their jobs, it looks as if journalists were sacred cows their dismissals do not include. And they made a big erlim. Even wise foxes lose their jobs.'",hateful
"'Writers avoid answering a question, giving their monologue not related to the question asked is pisowska normal'",hateful
'ISIS is only doing what the US started in 1945.',hateful
"'I consider the one-eyed scars, Lech and Jaroslaw, to be the biggest pests Polish. They just destroy and build nothing. Their catastrophes, months, among poles, the Polish in Europe. PiS and Kaczynscy just destroy everything around themselves.'",hateful
'And where were you the author of the article during the eight years of the OP's ??? The PIS has been in power for two months and does nothing that the OP has not done under its rule. Where was the author as the OP robbed Poland and Poland was a vassal of Germany?',hateful
"'I'm waiting for something like this to happen with us and the followers of legia Warszawa, Wisla Kraków, Lech Poznan, and other churches will be interested in the subject because the state has its hands tied.'",hateful
'pathetic and abnormal',hateful
'Interesting with how some syf august begins it already in wroclawiu ... it's starting to be a phenomenon...',hateful
"'Op and Modern is the same environment of the Freedom Union associated with Gazeta Wyborcza and absolutely not worth voting for them, they have Poland in d....'",hateful
"'It's a pity that so many of you agree to serve PiS and its propaganda........ that you cannot stand one after another............. leave Kurski alone with these pseudo editors, pseudo journalists from the right-wing media.................. 
After the introduction of the new media law I do not watch anything related to TVP And PR. I have a remote control so I :)'",hateful
'Well this is DRAMA WITH CIRCUS I guess... It's really Poles have az such preferences which polish disgrace and plunge into chaos!',hateful
"'He laughs that he's done it all in grey, and now no force will move him out of here. All the pistachistors kneel in front of him and do exactly what he tells them to do, and he feels like an almighty god.'",hateful
"'I don't know why we Poles give permission to muzzle the media. So our fathers fought for a free Poland, so that now one sick man would introduce a dictatorship !!! Where are we going'",hateful
'What kind of government are you... PiS lives people who do not want to be in life and hope that someone else will do something for them ... it used to be called a municipal one.',hateful
"'You can already see that PiS has taken control of the media and the internet, ŻENADA. Thank you for the increases for pensioners, thieving gang!!!!!'",hateful
'CYli has humor because he knows most support him... Probably manifestations of traitors after and the code saw on YT :-)',hateful
'The most hopeless article I've ever read .should not be written .how Arab countries have such a right is their problem their women have so allowed it so May after all it is a woman raising children .and in Europe for violating the corporality of women should introduce a life sentence end here not Saudi is still Europe.',hateful
"'I have a question - who sells them weapons and where do they get the money for it? ALL POLITICIANS, FROM BRUSSELS TO WASHINGTON, ARE ASSASSINS AND ŁGARZE - THEY START WAR THEMSELVES AND THEN ORDINARY PEOPLE SUFFER. OR MAYBE THEY'LL CATCH THEIR WEAPONS AND GO TO THE FRONT AND LET THEM NOT ING WATER - THE DARK PEOPLE WON'T BUY IT ANYMORE!!!!!!!!!!!!!!!!'",hateful
'probably read the shortest Polish joke: President Duda made a decision',hateful
'soon young healthy Muslim bulls will woo the Girls wherever they fall',hateful
'We demand that we take comprehensive measures to prevent similar incidents in the future- Remove the grandfathering quite and the wish fulfilled.',hateful
"'The truth is that by sloppyness, stupidity and carelessness, the worst president Polish and Polish officer turned out to be a coward but a fool.'",hateful
"'People, I don't know if you've lived in this Country or slept? Where were you as the OP smashed the barely recovered order after the war and what Solidarity won? After all, the OP has destroyed our country, and no one has counted them, and PiS has not yet started to govern well, and they are already teasing them and trying to boycott their actions. So how is it supposed to be better when PiS has no peace? PiS needs to rebuild what the OP destroyed, then it will be better!'",hateful
'Komuna returns to the arena as PiS',hateful
"'bul is because they were counting on further years of rule, and they didn't clean up exactly, they didn't clean the dirt after themselves. Example: Presidential Palace. Komorowski was sure that he would be president (which President such a first letter) until he got tired of it. And unfortunately you have to give away power unexpectedly, and for so many years it's flooded with so much dirt!!'",hateful
"'in Germany, they carry out forced checks on private housing stock in order to meet the needs of refugees.' you have to let because the punishment .a bolsheviks in August dared to dock strangers ... but at least from the same nation...'",hateful
'let them do what they want..... at home. Islam is evil in itself... with him from Europe',hateful
'PIS is just a disgrace to Poland',hateful
'And great miracles. And how many people lost their jobs on group redundancies and after the liquidation of the PGR - THAT.',hateful
"'The service is the largest stable of Augiah III of Poland. Since the agents were at the head of the Pruszkowski gang, not much has really changed. See: Marshal's Affair, Division IV of the Warsaw PKO (death of the President by suicide shot in the abdomen three times). They are also the main reason why we are building Europe's most expensive motorways of questionable quality: a large part of the money is embezzled by service men.'",hateful
'IT'S CALLED D Y K T A T U R A PEOPLE what Kaczynski is doing in this country',hateful
"'Part One 
How pis leads to economic disaster :)
On Monday, the EURO at 4.60 
Bay bay holidays and will be thrush in stores 
Poslki long will go so the banks will buy Polish bonds but at 5% and who will pay for it? Pan Pani , bay bay 500 PLN , bay bay Poland 
There will be months and bread after 10 rallies 
Bay bay nerds'",hateful
'The content of the comment debilu no plane that fell out and you thought that only the wing will have broken .... next professional what even the model did not glue',hateful
"'OP, N PSL you see what your sick struggle has led to, for lost stools!!! You who s spit on the democratically elected Government - you urged people to take to the streets , you told nonsense in the EP and the wise proverb says that the worst is the bird making its nest kala!!!! and you did it! not the first time anyway ...- now you have'",hateful
'do you already know the OP what this position got? I hope we'll see the Court of State for this salesman.',hateful
"'disgusting poll, should be PiS 169%.'",hateful
"'At the very best about 3 programs less to switch the remote control and wdy with the mozgu will not do me, pis on the pavement jz long ago fell'",hateful
"'what a HYPOCRISY, on the one hand Szydło móiw that nothing happened, and on the other you hear about some reporting. And the reporting of the ruling has in their blood, so many times reported in Brussels, or the president in Germany poured grief on the country. Shame. Foreign polypolitics does not have and no one reigns over it - Ziobra's letter about his grandfather from AK - ŻENADA. And sometimes Ziobro does not drive a german company car? And what's the grandfather of AK?'",hateful
"'That's right!  Only P.O. will give us real freedom (with the sale of Polish land and factories into foreign hands, tax exemptions ONLY for foreign companies, homosexuality and gender and euthanasia, taking our money from the OFE, and tax increases and pension weku) ... to make us live better and serve us octopus and wine (400 euros per bottle) at the taxpayer's expense. 
Finally, we will rob the presidential palace and the chancellery of the sejm ... and chandelier !!!
... And we will bring in a million Muslims so that Poles keep them out of their taxes, because Mrs Merkel promised us a pension from Germany ;)))) Has Petru already given his consent?'",hateful
"'hehe, the market still does not survive the elections because a little more and they will sweep away and infuriated the crowd, as in 1794 during the insurection in Warsaw....'",hateful
'You Schulz better watch the Christmas tree because again you Arab mothers with children will burn',hateful
'WELL YES YOU PRESIDENT SAID A DARK PEOPLE BOUGHT IT HAHAHAH',hateful
"'Now there will be a lot of signals that people will forget over time, but at the moment they're important because they're a balance for what PiS is doing. In the previous term of PiS, Ziobro held press conferences at which he announced about Dr. G., who will never kill anyone again, or about the famous nail in Lepper's coffin about Sawicka, who was pressed with a bribe, the de-agricultural land in Pomerania. There were many stories, but none turned out to be true. That will be the case now. A p. Szułdrzyński is such a tube of PiS.
to the booth!'",hateful
"'I'm schaeing the polls when they're so different. You can see some are in Warsaw, others in Pierdziuchów Dolny. Bother.'",hateful
'I don't watch Polsat on holidays.',hateful
'as long as there are a handful of Muslim doputy are calm humble -and when there is their strength then raises their head they destroy the environment by introducing scrolls of customs',hateful
"'quote from the texts above! :... I was unbearable with these constant ideas from the cap.... end of quote. Well, !..., all clear because she defined herself ... №! , well, certainly for this service to the cap flew this lady out of this job. No mediocre, passive but faithful is probably not the best showcase of good work in any environment, well, unless among just like himself, but I have the impression that this lady does not understand this in this blackness. So for now he can write in his personal CV that he is loyally black to pain, and actually to bUl-u.'",hateful
"'article sponsored by Merkel and CDU' 
embarrassing'",hateful
"'Finally, someone sober thought and started acting. Ida movies, Aftermath or other news where we murdered Jews and we have to pay and kneel before ickami'",hateful
'How so pis porzadzi we will have with Polish second Bialorus.Az fear of the idea of what this gang expeditions',hateful
"'Traitor and criminal of the Polish people. Sooner or later you will be settled. This is our homeland, not yours, and it's worth it to you.'",hateful
"'You'd like us to believe in your thud. None of this, because of our judgments leads MODERN 35 %.'",hateful
'The division of post-election spoils has been established by the pis for a long time!! .. at night ....!',hateful
"'This whole knockout is about selling everything Polish, destroying small businesses and then celebrating for this reason and balangi. Finish Poland and how it is impossible to ask the Germans for intervention. He talks about such a policy. They are not badly induched now that Poland, however, is fighting. Bravo Kaczynski, bravo Kukiz, you can do it!'",hateful
"'Respect for her !!!!
 Rydzyk and dictatorship will take over everything on TV !!!'",hateful
"'That's why they quickly created CODE, they brainwash people. I hope we'll find out.'",hateful
"'Another nomenclature came to power, after all, there are a lot of PiSkups who should be thanked, how do you do that? give well paid stools'",hateful
'probably a test conducted on a sample in south-eastern Poland. I don't know anyone among my colleagues and friends who would support pis',hateful
'There's going to be a lot of savings after this baba. She found her son....',hateful
"'Me, it's all laughable, it's a bit like a Stalinist purge, pis should be ashamed of such a comparison. And Mr. Gliński's statement is incompetent, and you can see the lack of knowledge about TVP, shame, Professor.'",hateful
"'Ordinary people say that such times and it is impossible to work all their lives in one company, let them themselves experience the life of a gray Pole.'",hateful
'Terrorism can easily be fought to give firearms and permission to destroy a simple target.',hateful
"'duda duda will sign
 as yaroslavl tells him it even on one leg jumps up'",hateful
"'wow - we don't have to pay like the heyterom of the trough defense committee, we have enough black PR about the new government and the President and we don't like the creation of kublik relations-style reality.'",hateful
'I think because of your promotion of gayness and all the deviance that you promote and which will be inwiligated and eliminated.',hateful
"'Protests from Warsaw have just been shown on Austrian television. As you see, that's how you write - or rather talk about you! And what about Poland says? Just a moment ago, the program 2 austrian television (public media), a well-known and valued journalist Paul Lendvai: Orban met for a six-hour conversation with Kaczynski, and neither the president nor the prime minister was on it! Because everyone knows that the Polish, it's the shadow cabinet, the dolls led by Kaczynski. etc, etc. I emphasize one thing: Lendvai spoke with sympathy about Poland and Poles, and the words of criticism directed to the Polish (un)government, because the government, is not a nation! The government chooses, but you can also call it back! It's also his words: ... elected by 37% of the 19% of the population - the part that wanted to go to the polls. There were other things, such as the comparison of the subtleties of politicians: Orban operates a scalpel, and Kaczynski mace.... It's sad.'",hateful
"'cha cha cha. Everything is worth laughing and euros at 4.50 franc 4.10 and those admirers
PIsu will have some subsidies you do not lose money?'",hateful
"'It's actually a cesspool, not a theatre.'",hateful
"'big scam!!!!!
CBOS also in the hands of PiS!!!!!!!!!!!!!!! 11'",hateful
"'Bolek, why only a few caught up in Poland after the alleged decommunization of the country, after all, the whole nation has worked for all this for more than 50 years. You've caught yourself and you've let go of the bags, you're just thieves, crooks.'",hateful
"'They were the amplifiers themselves, without a spine because what a journalist says what they punish him.'",hateful
'From its leak-free it's only to The Trwam and the Republic',hateful
'I was fired after 32 years of work because the head of the OP told me I was talking too much and he didn't need it. And he hired mediocre but faithful.',hateful
"'He's happy because everything goes according to plan, Poland is going down, people are starving to death....'",hateful
'WP is a deceited portal hence so few comments and so do not publish half of the comments ...',hateful
"'Mr Dębski ,let you mention how the fraudster Tusk promised in 2007 to abolish the Belko tax and for all the years of government he did not even mention it,not to mention other shafts. PiS, although trying until the end of the first term is still 3 years and 9 m-cy'",hateful
"'God, that's what pisu governments have led to. People are fired, they leave or they don't accept orders from the president. Democracy is over, another era is beginning. Very sad for me. I greet you and wish you luck.'",hateful
'Wiesław godz PO settled with robbing poles for 8 years',hateful
"'Where is the EC????? Merkel is calling for breaking the law. Let in illegal immigrants by breaking the law. Why border services, passports, visy as after what the dictator says the official must break the law????!!!! This is the end of Europe. Merkel and Tusk should stand trial. Tomorrow he will enter the shop drunk and say that he wants water, because Merkel has allowed me - humanely to give to the thirsty. And what will the police do??? He has to let go because Merkel said. And so it is now..... A parody of the rule of law. Government embarrassment. And the union? These are just German offices for European affairs. A bunch of occupiers and their collaborators (mostly) like the OP who own a country of utopia for a few thousand euros on their heads in return. Apart from members, there is no democracy in the selection of personnel'",hateful
"'unless you sucked this support out of your finger,...'",hateful
